,,¶º°³¶º,Toymong tv ÅäÀÌ¸ùTV,¶Çº¿ V (Tobot V),TV-People,SonicToy¼Ò´ÐÅäÀÌ,ibighit,VIVA DANCE STUDIO,Boram Tube ToysReview [º¸¶÷Æ©ºê ÅäÀÌ¸®ºä],Äá¼øÀÌ?½ÃÅ©¸´ ÁêÁê (Kongsuni?Secret Jouju),ssin ¾À´Ô,SBS Drama,With Kids[À§µåÅ°Áî],MBCdrama,GOT7,Maangchi,FRAN,RISABAE,ASMR PPOMO,½´±â´Ô,ÅÂ°æ TV,SMTOWN,JTBC Entertainment,Travel Thirsty,MariAndFriends,Boram Tube [º¸¶÷Æ©ºê],KBSEntertain,JAY PARK,[ÅäÀÌÇªµù] ToyPudding TV,STUDIO ONSTYLE,BANGTANTV,MariAndToys,Ä³¸®TV CarrieTV,BLACKPINK,GIRLS' GENERATION,MariAndKids,Ã¢Çö°Å¸®³ë·¡¹æ ½öÄ«ÆäKPOP COVER STREET KARAOKE,»Ç·Î·Î(Pororo),ALL THE K-POP,¾Ç¾î À¯Æ©ºê,PONY Syndrome,M2,¼­ÀºÀÌ¾ß±â[SeoeunStory],[Dorothy]µµ·Î½Ã,iKON,starshipTV,¾ç¼öºó,¿Í½ç¸Ç-Wassup Man,¾ç¶ò À¯Æ©ºê,¹êÂê,4Minute Æ÷¹Ì´Ö(Official YouTube Channel),Stone Music Entertainment,jypentertainment,WINNER,Mnet K-POP,ToyMart TV,²ÚTV(Kkuk TV),GOD-TUK,SBSNOW,[Awesome Haeun]¾î½æÇÏÀº,ÇìÀÌÁö´Ï Hey Jini,MBCkpop,KBSKpop,Àç³Í,Mnet Official,³ªµµNado,SEVENTEEN,¿µ±¹³²ÀÚ Korean Englishman,Àá¶ã TV,µð¹ÙÁ¦½ÃÄ«DeevaJessica,°ø´ë»ý º¯½ÂÁÖ,µµÆ¼ TV,DramaKBS,MBCentertainment,ÇÃ·¹ÀÌ¸®½ºÆ®,Sungha Jung,JTBC Drama,JFlaMusic,Å©¸²È÷¾î·ÎÁî,waveya 2011,SBS Entertainment,2NE1,woolliment,TOY GUMA,Åð°æ¾Æ ¾à¸ÔÀÚ,The World of Daveµ¥ÀÌºê,ÇÎÅ©Æþ (ÀÎ±â µ¿¿ä?µ¿È­),Robocar POLI TV,officialpsy,µù°í ¹ÂÁ÷ / dingo music,º¸°â TV,²ÜÅ°honeykki,1MILLION Dance Studio,1theK (¿ø´õÄÉÀÌ),BEAST ºñ½ºÆ® (Official YouTube Channel),ToyFamily,EBSKids (EBS À¯¾Æ),Lime Tube[¶óÀÓÆ©ºê],lamuqe,TWICE,BIGBANG
2019-01-02 3:30,144,250976,388644,216920,147137,432152,487230,27137,1947739,465264,28361,147672,341790,290381,46025,25579,173993,19990,57051,113093,161830,804799,465958,246378,228820,228922,332485,19864,1118920,42577,250395,125113,160349,1298501,107,291827,251391,218043,185471,98783,20886,172528,385350,217413,192478,81435,99038,76855,58942,79381,18966,357555,469226,128335,469934,293944,193517,59463,261749,73399,263923,714479,176251,80079,472408,71851,89038,58154,168342,50978,129648,172938,310669,688052,98543,28754,254481,217197,159618,31675,162750,32022,13898,192788,29303,71101,599118,213722,141598,57148,274453,16253,514469,982239,8150,135335,439363,391373,18876,56468,172977
2019-01-02 6:31,145,384852,392592,220498,233607,626307,801783,35070,2334679,559985,45247,358829,345964,432859,73109,37828,288549,39638,138292,188416,103805,1212650,704312,400931,206362,301455,444681,26989,1777493,49219,341404,158167,121437,1593163,133,317949,449083,193092,264906,95064,32421,324065,360766,355294,259248,120964,143156,108061,69984,134395,28563,474420,628622,176401,620890,395167,98143,77050,326905,78212,199402,897606,253583,71665,663218,104181,116950,83820,110846,72279,117040,125101,507240,1002982,98507,43632,430573,259942,205190,52105,286940,43731,21007,322029,37249,80221,571064,264845,214086,72836,381971,26016,676458,1281489,13402,164045,488917,400776,26851,63008,265725
2019-01-02 9:30,146,262732,276136,120929,224286,569266,1042083,35016,2022628,470736,24292,435884,416194,414317,55408,43031,187659,23173,177573,104487,40441,1242076,583171,390474,142748,200744,306530,31341,1204411,32808,320506,166170,53682,1262544,109,303021,273128,111273,217026,58105,24093,274563,257015,248174,183109,134660,94507,60276,45455,94322,36180,363683,587487,124873,526523,443722,37272,47544,231719,48904,140280,658038,206238,28848,522532,65720,94874,58125,39268,56114,53874,41199,491702,805823,54803,41569,399854,202735,151043,61232,287989,44649,18571,303991,25613,61821,550027,228385,250994,57333,214690,21262,741757,1232812,10638,109717,328087,367912,15742,47468,227360
2019-01-02 12:30,147,83834,205922,87700,151578,247679,701910,23346,1095710,286821,9277,234417,219639,275046,36337,32047,88245,10739,77542,44378,45040,866158,376555,232830,100808,132138,217321,24800,629646,21357,195901,92410,43199,822125,116,191961,140333,109166,140103,33163,11766,186969,160919,93903,149458,94026,45684,37031,29335,48494,25196,250803,404659,88423,340393,274262,36260,26882,167199,31158,121138,434507,155592,18836,303277,26003,67321,34268,-18240,44634,30809,52079,334026,551806,30857,27938,252743,122008,9504,41339,191030,30512,13395,195043,12487,37170,468296,-668950,149272,37720,111103,12109,462011,845324,7022,-475328,230221,796633,7736,32495,147981
2019-01-02 15:30,148,101310,315918,160721,137911,266225,674033,20088,1488287,467967,13034,156986,267863,224898,48154,29069,75183,12057,65477,56902,172800,1022846,400490,211186,200175,238114,262580,28425,1172049,30021,256108,142593,164579,1244415,48,271294,189452,302950,207030,58163,15438,221003,347671,124766,275167,115585,56148,78202,41913,42980,27011,423772,662048,154465,506610,286710,122742,39030,246415,60278,295232,604801,207370,42241,454196,36050,101762,46776,185428,65160,95970,207780,355925,716291,73754,33190,276067,197687,155434,44152,212820,40965,17547,248063,16347,46173,789115,267139,138865,53405,255621,13336,490698,1218199,11075,137878,457030,457825,9634,62803,232053
2019-01-02 18:29,149,157630,401939,242842,178885,321996,718157,25551,1897229,500603,16999,175739,283496,307846,57078,34224,105605,16252,71541,84614,188871,1192667,538840,225089,176661,233416,242742,19466,861540,41704,194079,91697,144704,1604406,85,161635,175731,254049,185396,65794,16030,197687,259833,134151,224956,82565,59573,56889,56220,37981,18227,382923,545002,137462,450375,179723,109206,41584,252039,55634,230641,523553,173652,46315,406163,39637,85468,43878,202704,58217,98311,196682,357780,666054,70284,28702,227588,174845,129606,29890,155792,32126,15445,151795,17278,39339,457609,203049,114998,45643,187544,11768,377143,1006518,8433,91999,383295,308912,6697,50017,191459
2019-01-02 21:30,150,131909,184396,160153,136553,200169,496705,17298,1043916,304828,11549,175279,254234,290726,38545,23717,94711,12493,50250,65872,190146,667135,397374,153181,155361,142319,261224,18211,674677,34451,151906,82844,132840,956147,94,161052,139242,232697,154796,73870,12866,181264,201509,135193,181767,67908,49031,43778,65228,58036,17914,548301,484789,137069,433018,162401,121797,54221,209385,54446,235569,481630,196356,46727,366610,38947,62978,49193,211400,74629,127716,227999,334733,667270,59933,32907,241053,190964,145074,31105,183612,31024,15647,136721,18591,45343,494019,250883,84284,64086,223890,17400,365873,1086941,12846,76480,457794,360934,8621,64290,183630
2019-01-03 0:30,151,259311,485876,277964,196634,470223,834208,26481,1941757,709265,16622,235491,518214,391188,70951,38631,146870,18159,56671,95637,314084,1187280,547828,266943,292239,324891,334033,24510,1232568,46179,214729,133657,218733,1894371,108,284241,270927,430689,388164,31035,22512,278638,519677,226539,348701,103760,119679,65551,95422,63309,20170,290342,357796,104180,480540,230573,134771,47425,321821,59816,289149,411681,172469,77087,544013,62175,113473,51677,210826,60137,188796,238024,399176,990510,91867,30287,284333,256049,131247,33561,142071,37401,16217,194960,25825,47120,635107,222669,173253,80345,174705,16896,159870,1178986,11875,134658,478161,375592,9737,48416,228681
2019-01-03 3:30,152,293730,424339,240128,161075,377561,605350,29328,2333437,610683,20765,190567,388888,314111,35327,27325,204862,18660,54406,141183,179162,1166071,479295,248198,246365,274261,312447,27217,1259458,43408,218854,132372,169451,1421669,107,244688,206866,281768,252820,159872,19247,195989,385489,214554,235049,103877,112306,42759,68797,77192,22287,522348,706492,253709,675003,305275,162537,59690,312261,72595,355239,521019,202100,116926,501682,52493,99086,170637,311447,66099,172781,196588,413593,796334,77291,28948,259091,188401,142114,36316,166884,37082,15911,196316,18761,45017,554864,227059,157941,110105,249079,18856,863862,1131382,11599,96357,556435,386614,14150,69843,238410
2019-01-03 6:32,153,499840,513300,234792,325742,700223,1321002,45353,2648355,634047,32024,700688,387627,564735,101148,54689,341495,37228,238967,250995,112431,1786921,909083,554605,243862,361633,-463066,41033,2093977,61396,404144,219994,132962,2017815,155,350057,373591,221191,354293,86170,37959,446827,421620,478702,296323,177782,192097,67706,83666,151500,43929,1987325,966811,229222,842484,473445,92256,77130,424175,111075,218623,822419,303604,98080,883271,110610,150706,293104,96150,88209,179749,217630,656411,1192013,93240,55235,515760,350689,206721,71913,329948,61497,28930,387149,39067,82974,622374,354797,268446,177184,469880,34865,835608,2038791,16338,167874,576090,492427,-1416865,83602,367502
2019-01-03 9:31,154,168856,192735,87366,172916,340953,907804,24355,1238846,325175,9743,407071,250024,326566,36996,29649,126100,13616,121943,83892,20356,1054872,416653,291260,109889,140112,220474,25795,726290,19893,195437,116285,32115,906066,75,206479,117786,66438,169953,30618,15505,171828,176979,159796,143249,103909,71480,27081,30275,61301,31419,411728,473145,98545,366166,322905,18136,32553,159748,32823,72405,338083,146085,21936,358076,36032,70548,99820,22715,40686,33565,27098,348211,590653,31477,30830,269918,132452,90342,47144,199986,33762,15092,250382,12415,31247,361699,180691,171546,69106,141777,15132,513538,1012181,8415,70751,326071,235157,6608,33935,184398
2019-01-03 12:32,155,105669,186386,99484,151157,248015,948538,24947,1273669,335253,7176,290915,186977,262493,39988,33142,92691,10023,93138,52235,37488,1075317,393742,271055,103617,149631,199730,28458,646756,17949,203852,103317,38397,928056,34,222384,94397,96952,165558,22620,12141,159543,170515,107994,150678,117462,59475,27219,20982,36905,29744,438397,520718,104719,363257,283162,23826,26519,156190,30376,111591,345480,141204,19253,314376,22677,74526,84204,42463,46019,32403,57374,332632,542744,24927,28750,226184,136484,86935,46814,194984,32631,14986,242713,10005,32218,482505,184854,165244,56757,110207,12354,489520,1060730,8645,80990,319615,271348,5037,38729,174816
2019-01-03 15:30,156,86458,265788,142992,131904,222588,748028,17284,1481304,416832,9244,199319,232866,193622,45769,26997,62617,9912,64202,68570,120342,977639,369036,188829,158244,200755,186281,24770,867190,25437,181154,102167,110677,1182115,78,230785,99356,202850,158417,33108,11528,161481,225947,94558,160925,91934,45528,35688,29185,27273,20139,742959,550807,128733,369718,206294,62854,28233,190363,41397,185027,400256,140036,31871,325728,22379,80367,88610,126823,49864,67784,163727,249046,685855,46329,24734,185048,145312,156483,31510,149299,32666,12649,191866,9944,28927,558009,170776,114191,60874,180748,8971,355438,980949,8869,82552,394840,316803,4588,49421,178934
2019-01-03 18:31,157,121736,326556,191987,150821,242477,661049,20989,1517505,446652,11340,195594,219684,249869,46942,29423,82233,12358,63667,92978,188468,1002698,446059,204394,179162,217148,231830,22586,907739,32557,182685,104156,132262,1259718,50,211094,128557,239684,181804,52343,14500,218332,232682,150261,215674,88654,61584,42711,51019,35598,20747,766394,529432,146203,413068,186959,89757,38924,252082,55752,208842,410847,172203,47811,415272,34529,84901,95515,180167,62694,102820,216289,291072,835998,60704,28711,239958,177811,154358,34051,150839,32997,16888,165365,13028,33176,549042,222086,110783,64905,202640,12486,359275,1076463,10534,84909,406697,303392,5796,52978,199412
2019-01-03 21:31,158,246081,491229,283990,245688,440257,985515,33158,2308491,688103,17463,369164,475625,447155,74651,47375,171462,21520,108270,156164,322768,1566609,710128,341046,289511,326956,388328,33457,1509170,61114,283432,143952,210258,2151849,135,262286,213895,368260,311561,108573,28220,388154,404665,282835,347669,136720,137318,58339,111664,82253,29238,964014,885749,258928,883293,289618,178006,95573,398783,89696,369510,641099,269691,90481,706373,72153,215468,145963,360840,96669,222250,325682,487608,1261116,149159,42737,405884,329740,261285,49765,232809,53335,23830,221579,24615,53048,704121,282067,175191,120086,298227,25182,594959,1844877,17318,131418,739947,427794,10263,90590,321234
2019-01-04 0:30,159,155233,286244,195495,124392,218797,439447,16735,1215239,418345,10214,198460,201237,272910,33652,25311,105481,11407,38019,81249,184269,653670,351901,160039,218115,172296,270479,15202,768750,28808,122194,78599,148907,883435,76,150970,183164,267417,147751,77774,12480,234753,278899,141098,151393,61251,72254,28579,69262,47741,12136,399100,369845,101345,787590,182717,126811,58032,224064,47288,268008,306398,132820,41203,358265,35818,112459,67763,205764,59263,115849,179897,283764,682621,124599,25941,204166,156868,118637,25957,116561,25340,12823,119977,12385,26615,462503,209068,94543,60372,200833,14899,280019,845716,9291,65114,505257,268867,6169,38557,147870
2019-01-04 3:31,160,300795,477555,289771,210659,420782,802827,35758,2318906,725586,15775,259129,385703,396560,64472,38436,206701,21614,52032,137559,192440,1190779,580910,315854,328147,357687,436420,24035,1515202,47303,237327,150555,196946,1786416,122,308360,285678,332734,268882,86821,24104,391448,446778,279153,257892,113912,153447,43737,85161,96430,25981,1135953,662656,177659,1146057,370012,178760,87904,322896,88676,377873,506625,229732,61770,623224,57966,214028,150611,231899,79149,227431,203430,489141,1039446,215480,38340,311692,250836,187402,47793,182235,43770,18357,254216,20740,47344,715966,314455,179421,100671,358393,22633,545193,1410546,12731,134353,787399,491312,12559,84415,269988
2019-01-04 6:32,161,331872,356430,185580,203342,437495,945740,29378,2113689,418416,14273,464459,271567,339604,64925,36371,250784,23765,114587,190747,80892,1349791,604905,346552,180305,285898,329928,31494,1377284,35454,247015,135541,85455,1455909,91,252235,253619,-11023715,222448,54419,26938,255159,-2253684,-641390,236079,121775,157953,35032,52951,110139,31155,582117,642565,184967,884446,360475,62495,71234,219761,76703,163404,447473,233704,39958,585444,71865,126167,135331,80913,58433,181909,84155,444830,857043,183504,40892,341580,240643,166415,55220,187014,43059,20431,266856,25489,46608,486857,90247,198014,90832,422255,21992,548195,1398373,14162,105808,450655,302954,10381,63739,254186
2019-01-04 9:31,162,273126,298683,155785,241045,436560,1404166,37789,2021440,657741,15179,588593,349983,459112,58202,49253,220264,21361,153837,143406,57373,1415534,653258,379951,202082,218971,372244,38757,1223278,32419,276107,161727,84357,1347245,103,336573,210088,135463,250127,52693,23906,297923,258206,287520,208207,162229,122810,31792,51484,105129,34818,473770,638666,149589,780387,432990,46003,58793,250176,50597,152951,444707,207425,20520,527326,59204,130851,108904,51904,75259,87153,57877,503659,926927,83051,44594,386579,202189,152880,66552,226190,47048,19249,316256,21006,44050,553712,256122,238158,78464,231096,23544,644011,1509102,12544,110900,567867,375079,11224,50442,257836
2019-01-04 12:31,163,109070,171973,89320,141367,222618,918466,21038,1203625,343926,7469,259903,176296,255089,32758,34763,98023,10527,75842,52921,36574,969632,359845,224280,122959,128762,201413,29097,653344,15650,178079,92531,33819,794641,101,197618,109432,87878,151919,27796,11538,166224,153113,108164,115134,107809,60716,21891,26261,40255,28164,315526,439111,94633,534340,278689,23572,28059,147498,25004,97156,277951,122258,14132,300782,23910,78154,54097,39713,49501,45709,41001,292356,542376,53280,25941,202308,122652,83743,47531,157817,31354,13546,211709,11518,26447,405795,186153,169294,39312,131766,11723,415034,1012105,7582,87032,324779,262196,5078,37223,164662
2019-01-04 15:31,164,117710,339574,181199,178836,267660,923833,24292,1716651,547715,8500,246112,305745,300595,54749,35146,105042,13910,64676,84714,144496,1241948,487368,238588,224939,240436,275423,28000,990487,27100,213777,132238,125260,1361083,141,286947,137283,240673,203369,47190,14591,237722,255067,126483,204098,116631,60536,31498,44405,44071,27731,574006,644292,143573,644031,258248,88168,37310,230840,52459,244076,427949,179943,25290,415179,29202,103992,73363,160117,69391,121760,169709,337109,815359,91749,32619,260094,182754,135534,47582,167590,40452,17774,259592,13534,31397,696408,235737,141098,61671,216146,12943,421703,1229246,11498,103155,578787,374928,5743,62259,225112
2019-01-04 18:31,165,133287,367053,209057,181318,272029,914341,22714,1892027,533017,10144,188073,246072,266281,55172,32463,116343,14704,58150,107073,172755,1183654,515461,237649,230022,313119,260628,27164,1114845,36579,216788,107282,141699,1609871,105,244575,155486,213123,225215,56786,16535,246063,264965,143973,241479,101863,75575,40885,61157,45457,23560,540826,653176,176581,679940,193670,99652,45262,259324,70207,263354,445844,192575,38025,477698,39007,120336,81283,219726,73630,154789,211574,277815,829121,111274,32938,251271,211975,155321,36734,152721,38931,18720,212583,15624,33289,563986,205013,124815,63300,243511,14365,422309,1312014,12833,93217,516914,322744,5874,68155,242266
2019-01-04 21:32,166,154060,326543,203937,177305,251528,653802,20407,1482665,480813,10801,197755,201920,324305,45988,33103,136001,15645,59013,96399,172912,1013508,498521,214987,210636,228657,292358,22682,936408,36934,170986,95895,146300,1308363,96,183155,157537,265526,207786,81500,17304,283711,253614,173428,216801,89271,88724,72342,75450,58164,20266,721332,559281,190227,613718,181325,113756,56232,271346,66855,230545,405403,202988,48416,489199,43222,149017,81278,224465,79233,162496,215591,315224,829859,109381,32082,277358,208925,132316,36494,145694,36572,15459,152162,15258,29929,468992,192934,109743,72872,207143,17060,343370,1218485,11602,73899,527594,275431,7579,59391,206547
2019-01-05 0:32,167,78191,183942,113322,88583,134702,430551,12952,695517,244521,5571,131019,178660,207839,24304,17294,81147,7745,24612,47831,89790,500142,264832,123839,132751,126185,172299,9380,488606,15100,86052,49733,96175,777980,39,124657,100008,191913,102502,59895,9599,130117,155216,81384,100318,44302,53557,20471,62895,39860,7948,446279,291165,79539,328548,113993,62033,28574,142524,41666,147840,186187,106024,26390,244704,29576,61594,38560,168176,39970,80166,155005,216444,492805,52893,19673,146508,137918,67505,17327,79940,18242,9102,82152,9494,13426,261599,127643,83983,31277,131978,8959,210044,545939,4906,52076,291883,162478,3652,32162,115682
2019-01-05 3:32,168,114172,138252,94210,95112,170346,155796,17917,998066,300117,7546,92105,160445,169981,20150,16566,-4800,14735,34832,52616,83119,1043945,257717,165985,221091,268615,108395,8982,1259821,13152,105414,94103,101473,982706,133,175327,96144,150831,143798,-25506,6610,99187,251579,24038,239132,70641,85675,130384,33743,52883,13813,541258,401007,123361,343008,215301,95978,25333,158005,43682,247669,151519,115456,21824,305110,84719,61057,38374,117578,36939,60812,91149,64511,591271,100673,20612,122421,168736,81747,20249,59018,25451,5189,165658,24007,16907,371881,129272,117919,45002,478016,7819,221549,873905,6020,37065,290659,208855,4379,18819,131384
2019-01-05 6:32,169,610110,1137916,595164,495338,971393,2568843,71080,5206149,1429320,74670,501355,431734,735086,143232,91543,560266,104954,177910,914204,279530,3007547,1302129,733911,505733,657773,740515,70010,2599867,88515,571347,331804,308567,3754706,4055,511520,597376,-198664,591251,196612,54736,879419,786720,663691,436776,317099,449609,435277,128242,204498,62234,1272546,1411249,406833,1706637,736180,243825,173679,704979,216240,651837,1139292,737374,103336,1455175,199363,334846,219972,376073,137965,504528,524178,863655,1983533,222937,78425,806831,752850,343181,99786,396168,94925,47692,568593,45112,84139,1339166,565501,389334,210988,937745,55708,1425986,3243888,31863,261879,1652193,791156,23583,193557,598265
2019-01-05 9:31,170,178272,199545,113240,184122,299625,947237,24682,1290571,345382,23153,301761,248994,357551,37356,32394,145759,29285,102142,217562,47329,1193595,463870,238869,113129,146201,237663,24363,806411,20502,189038,112497,77758,904523,388,216023,146002,148607,174730,37039,14706,232452,164782,165744,142902,109253,113636,89799,44417,72075,26305,315812,449583,102599,437409,313545,32451,42474,194601,35535,104959,311200,205993,17611,419654,50967,87193,54757,43213,45459,72885,60125,382982,744787,53208,28618,346222,172505,90536,45238,160510,33454,14087,204062,14436,26263,394266,203057,162659,53169,258515,16814,436669,1047302,8237,76114,400143,232771,8158,36384,185764
2019-01-05 12:31,171,143961,228215,122867,176646,336254,1303498,28163,1589156,434950,15916,211521,131654,247512,40791,38188,102186,16427,82961,204760,51993,1516770,448186,310945,155060,168304,180575,32827,830383,18642,244539,123470,70701,1140667,677,226040,122392,115040,187068,26084,13214,235047,209014,124267,153010,141263,109183,77795,25020,40392,37592,358433,604542,123265,474241,381374,37616,32363,180412,41458,123795,298709,204637,14736,392539,42139,99766,53351,47190,38529,57814,95621,300187,637588,47214,31730,302102,193917,106549,56039,165093,43223,16546,244745,16235,32502,517529,167360,213746,53106,165688,14865,570897,1278571,10247,78674,391447,263660,4888,47353,217864
2019-01-05 15:32,172,141102,374607,226491,197528,302127,1032480,24985,2033587,646503,22009,193472,185123,284791,56358,34672,103480,26578,62849,431753,222012,1505519,566653,232846,319384,252882,238394,30190,1155491,31830,250639,130601,160058,1598229,506,285560,159113,270183,237249,42037,14718,304477,343177,126156,219881,127540,111949,129115,39796,45860,28241,662138,687071,158076,612593,310628,106659,43210,271691,70912,329549,395217,242784,29077,499816,47085,111960,67031,189676,54077,180115,263313,265906,834874,89712,39311,291518,237708,201437,47100,158236,44378,17618,221316,18798,36702,741944,251185,155038,71032,379291,15006,468478,1381830,12000,95941,525519,414204,5907,68845,237270
2019-01-05 18:31,173,193047,459683,333405,253935,344716,1003021,27979,2184145,720382,27272,244667,192916,463736,67356,41016,137085,34576,66334,412622,274219,1526770,805562,230874,332328,317330,377689,30039,1384393,47559,268689,132661,260270,2037678,659,271792,199629,411025,299786,79676,19872,378130,388559,172204,309319,122721,141566,168575,89457,64879,26236,798674,769750,212742,723503,289030,136808,60164,366428,96895,393200,525938,308778,42821,656345,63556,135240,87541,270044,82881,205183,326543,498177,1193213,125046,42588,418392,280257,208529,48316,219748,46116,18673,210761,24492,42298,769839,341087,162837,92139,413649,19447,451300,1602948,13961,90715,698703,462130,9753,84262,283480
2019-01-05 21:32,174,230662,446268,321860,257043,386475,960836,31222,2007279,684751,24607,282636,203094,527933,69292,43676,157181,33554,69280,309763,278398,1382349,814322,254789,313369,282225,428050,28558,1306367,68848,244054,131216,255344,1923854,378,259853,228554,434777,299628,104672,20889,418749,352574,223906,316046,122356,147491,146724,106760,80990,23387,784756,748257,213157,712000,300411,140543,65155,367083,92402,385992,607943,302445,49705,684996,75590,122608,89557,290125,79434,230140,335169,546622,1260782,126848,45693,433033,318020,239458,45307,222295,46990,21014,203564,25309,41328,660657,321194,165893,98238,329668,21908,527390,1657373,13618,83380,765047,442726,10448,84050,290223
2019-01-06 0:32,175,139573,271797,177925,134196,235443,513205,16408,1400006,391829,13580,123727,114034,249077,32036,23539,95852,14442,34723,193464,137011,755615,384920,142468,171848,174570,192268,16321,773893,29436,129308,79918,151102,1011827,311,148173,109590,240973,155526,81543,12900,188387,255445,125002,151610,65628,92811,69835,50570,49553,13797,322467,391217,114849,363597,176325,101491,33304,212758,57474,236037,533679,158753,26726,344347,43815,67902,52456,163419,36149,160568,180416,345109,595114,59977,22806,196510,259485,178743,34484,156910,23175,12462,197992,14702,23896,403544,270857,158109,69398,434387,20904,485812,1194016,11813,76731,670803,389210,15711,65784,221138
2019-01-06 3:32,176,320297,610524,355951,251938,531045,1002560,35586,2697180,883847,20099,188815,255383,406157,62511,42387,218662,33706,50028,469190,201970,1904745,746179,356005,377272,437304,400370,29697,1546637,54062,277859,174381,248201,2282330,437,349116,237096,397924,310118,88341,22404,442117,540316,252494,317940,148465,220984,147459,81596,104039,29898,966462,770803,191582,750477,387715,235519,79011,416485,127360,471979,1315359,298697,53450,745403,77368,131932,90654,241555,67578,407058,301819,337617,1123025,142283,47560,364784,267541,169411,36277,143441,51742,21347,229345,46792,43411,937184,272871,175748,78828,830121,18037,455013,1199429,11380,76820,636011,395263,32249,75499,233136
2019-01-06 6:33,177,389210,512047,300802,337505,677864,1509469,45311,2782191,753908,31195,394626,-14647007,621128,82116,57510,291534,44613,-309984,362876,151098,2970987,953598,498176,302739,375769,498418,40726,1987783,55130,368142,208052,198760,2049046,609,370125,265860,325405,389859,90247,34990,451952,447671,363860,335903,184791,262772,110099,97302,159715,40848,730112,855134,235590,893153,524422,146015,86085,446106,126501,304698,1355946,358851,49347,930244,108732,154019,109602,146008,84997,307061,123887,679211,1380229,122088,63974,704580,383636,235398,70346,276151,63851,27237,394722,87040,56870,854768,420165,299080,116356,956806,33906,968304,1951892,18975,121661,868258,477132,38345,90282,366871
2019-01-06 9:32,178,205520,234848,151562,226629,427486,1117291,31964,1789179,447847,14112,300003,131324,422695,46225,43485,150912,21829,110344,184708,50386,2184029,597010,354924,144973,185647,275364,34209,952497,28749,257078,123701,71639,1157633,426,243229,147980,114298,230562,46484,19762,272069,217155,187905,189584,136214,132108,62529,52896,86156,36314,383197,603192,128161,489177,390070,39641,40405,238099,50368,119026,734946,202721,18180,493362,50639,88930,59436,46540,50075,73158,60320,425838,839415,47141,41956,454367,192795,128553,56401,202245,43279,16937,271555,46637,34017,520081,255060,217125,65170,496671,20774,555981,1363238,10534,80689,414748,295318,20976,50714,228981
2019-01-06 12:31,179,107952,164837,97717,168567,235486,1081254,25861,1141292,365752,8217,202633,102159,300570,34661,33789,91356,11227,66018,97435,37628,1587164,447711,260695,104269,120555,188648,27616,690925,18066,195259,101993,50233,888328,208,181219,87079,109884,170550,27860,10881,191595,158463,96331,133904,106065,75982,35792,27818,44488,29361,265657,464919,91196,375233,289027,31498,27927,185246,33690,90264,611160,145396,9157,330887,25614,65497,40456,36776,37325,40692,44955,336474,634979,26213,31215,340227,128798,89018,48504,171090,33992,13651,193381,23846,25933,412369,209934,167033,45260,200024,14298,523625,979292,8102,61169,296028,230227,6637,36226,164751
2019-01-06 15:32,180,156598,437620,299003,225819,396657,1141328,26324,2069525,684480,14505,221517,234134,352643,58084,40938,101037,19397,59311,232957,217681,2118340,694218,244953,278243,264691,304905,29607,1487853,33297,276768,158992,198588,1819293,291,296933,150810,367129,271661,52291,15595,292151,428093,113628,265065,123880,117358,102553,55174,49459,29364,497716,734675,153836,622627,381034,125515,36425,336907,74696,347292,803844,240074,26671,536023,38317,105452,60268,180683,66154,182166,223061,384334,959620,70664,37015,413948,225174,180432,47824,202944,45028,17793,257388,34064,35228,788073,302181,170919,71795,619560,16971,521697,1398452,11874,105975,658267,467981,14888,71939,244368
2019-01-06 18:32,181,163387,450885,295176,207593,374262,1007132,22851,2043969,647115,17184,166547,202113,309089,61023,33849,105942,20068,47057,242792,280595,1627954,638433,218433,248110,297038,273726,25754,1535864,38229,244636,122958,214001,1937159,252,241142,167754,344820,263246,64149,17699,292431,370662,121970,348879,106240,129918,111496,81037,48713,23600,530391,679652,179482,600576,280309,111981,43619,345936,86230,345307,790800,224501,31323,542646,45800,107246,65565,225291,70476,168519,224967,306510,910290,78366,30417,358080,245879,177624,36402,171321,40579,18271,211227,35086,33945,636685,255473,141863,78977,490072,16445,448766,1331362,11566,87132,601268,415551,13594,72751,255370
2019-01-06 21:32,182,201174,439749,268855,216876,423745,861914,23673,2077066,550918,19857,167670,184710,378844,55428,39127,151608,22477,60878,213336,293955,1503667,652877,245614,254885,261046,336772,24721,1385843,40226,218568,144511,225692,1688615,268,259765,204207,362140,255861,114640,19721,287694,361771,157036,373969,99070,158878,111884,120949,63029,21773,533488,672975,169442,574006,269004,132351,50469,374407,80732,329949,755215,236579,40573,563430,69588,103167,75961,284450,75045,163186,253670,361971,1008289,75767,35322,380820,262889,176280,36992,184450,41141,18828,190599,35886,36422,581731,240827,167494,79550,399480,20455,451832,1336721,12221,86280,595351,388016,15893,74176,241876
